surname,forename,initials,age_text,honours_awards,date_of_death,date_of_death2,rank,regiment,unitshipsquadron,Country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation
ASHTON,HERBERT JAMES,H J,22,,27/05/1918,,Corporal,Northumberland Fusiliers,1st/6th Bn.,France,'40284',SOISSONS MEMORIAL,,"Son of Mrs. S E. Leggett, of 53, Redbourne St., Boulevard, Hull."
ASHTON,HERBERT MATHESON,H M,36,,30/12/1945,,Warrant Officer Class I,Royal Army Ordnance Corps,,United Kingdom,'7350312',CHILWELL CEMETERY,Sec. A 2 D. Grave 9.,"Son of Herbert and Florence Ashton; husband of Helen Ann Ashton, of Chilwell."
ASHTON,HILBRE MAYNARD,H M,,,18/10/1941,,Able Seaman,Royal Navy,H.M.S. Broadwater,United Kingdom,'D/JX 194955',PLYMOUTH NAVAL MEMORIAL,Panel 46. Column 2.,
ASHTON,HOWETH,H,26,,08/03/1916,,Corporal,Manchester Regiment,1st Bn.,Iraq,'1283',BASRA MEMORIAL,Panel 31 and 64.,"Son of Howeth and Annie Ashton (nee Wardle), of 3, Phelan St., Collyhurst, Manchester."
ASHTON,HUGH,H,30,,30/06/1941,,Private,King's Own Scottish Borderers,,United Kingdom,'3196619',PERTH (WELLSHILL) CEMETERY,Sec. K. Parochial 2. Div. Grave 685.,"Son of William John and Margaret Ashton, of Perth."
ASHTON,ISAAC,I,34,,06/08/1915,09/08/1915,Private,"Australian Infantry, A.I.F.",1st Bn.,Turkey (including Gallipoli),'1903',"LONE PINE CEMETERY, ANZAC",Sp. Mem. C. 82.,Son of Isaac and Charlotte Ashton. Native of England.
ASHTON,ISAAC,I,,D C M,29/05/1918,,Corporal,South Lancashire Regiment,2nd Bn.,France,'13672',SOISSONS MEMORIAL,,
ASHTON,JACK,J,25,,03/02/1945,,Sergeant,Royal Air Force Volunteer Reserve,10 Sqdn.,Netherlands,'1023844',JONKERBOS WAR CEMETERY,8. E. 3.,"Son of Arthur and G. Edith Ashton, of Leeds, Yorkshire; husband of Eileen Ashton, of Hunslet Carr, Leeds."
ASHTON,JACK,J,23,,18/12/1943,,Signalman,Royal Corps of Signals,"17th A.A. Regt., R.A. Sig. Sec.",Indonesia,'2596781',AMBON WAR CEMETERY,14. A. 8.,"Son of Frank and Eveline Ashton, of Heywood, Lancashire."
ASHTON,JACK GLYN,J G,,,22/11/1942,,Sergeant,Royal Air Force,57 Sqdn.,Belgium,'630344',HEVERLEE WAR CEMETERY,Coll. grave 2. C. 1-7.,
ASHTON,JACK HUMBY,J H,22,,26/02/1943,,Lieutenant,Hampshire Regiment,5th Bn.,Tunisia,'217402',MEDJEZ-EL-BAB WAR CEMETERY,12. B. 17.,"Son of Albert Alexander Ashton and Florence Mabel Ashton, of Bath, Somerset."
ASHTON,JAMES,J,30,,14/08/1918,,Private,14th (King's) Hussars,"""B"" Sqdn.",Iran,'H/1328',TEHRAN MEMORIAL,Panel 1. Column 1.,
ASHTON,JAMES,J,25,,19/07/1918,,Private,The Loyal North Lancashire Regiment,6th Bn.,India,'203095',POONA (ST. SEPULCHRE'S) CEMETERY,Plot A. Grave 287.,
ASHTON,JAMES,J,,,19/04/1916,,Private,The Loyal North Lancashire Regiment,6th Bn.,Iraq,'11025',BASRA MEMORIAL,Panel 27.,
ASHTON,JAMES,J,26,,27/08/1944,,Private,Manchester Regiment,1st Bn.,"China, (including Hong Kong)",'3529668',SAI WAN WAR CEMETERY,I. J. 8.,
ASHTON,JAMES,J,,,02/01/1944,,Private,Pioneer Corps,,United Kingdom,'13002045',BARNSLEY CEMETERY,Sec. Q. Grave 371.,
ASHTON,JAMES,J,24,,21/05/1943,,Sergeant,Royal Air Force Volunteer Reserve,,United Kingdom,'1392315',"CHELTENHAM CEMETERY, PRESTBURY",Sec. D.1. Grave 1475.,"Son of Harold and Florence Mary Ashton, of Golders Green Middlesex."
ASHTON,JAMES,J,18,,24/02/1941,,Apprentice,Merchant Navy,S.S. Jonathan Holt (Liverpool),United Kingdom,,TOWER HILL MEMORIAL,Panel 59.,"Son of Edward and Elsie Ashton, of Lytham, Lancashire."
ASHTON,JAMES,J,36,,03/05/1915,,Driver,Army Service Corps,119th Coy.,United Kingdom,'T2/016618',ALDERSHOT MILITARY CEMETERY,AF. 1866.,"Son of Robert and Sarah Ashton; husband of Ellen J. Ashton, of 51, Hyde Rd., Southgate Rd., London, N.1."
ASHTON,JAMES,J,,,25/09/1915,,Private,Manchester Regiment,1st Bn.,France,'15524',LOOS MEMORIAL,Panel 103.,
ASHTON,JAMES,J,,,01/09/1916,,Private,Cameronians (Scottish Rifles),10th Bn.,France,'13826',THIEPVAL MEMORIAL,Pier and Face 4 D.,
ASHTON,JAMES,J,,,14/10/1916,,Private,King's Own (Royal Lancaster Regiment),1st Bn.,France,'19111',THIEPVAL MEMORIAL,Pier and Face 5 D and 12 B.,
ASHTON,JAMES,J,29,,27/01/1917,,Private,South Wales Borderers,2nd Bn.,France,'44111',THIEPVAL MEMORIAL,Pier and Face 4 A.,"Husband of Kate Ellen Ashton, of ""Cartref"", Bethel, Carnarvon."
ASHTON,JAMES,J,19,,22/08/1917,,Private,Machine Gun Corps (Infantry),184th Coy.,Belgium,'87868',TYNE COT MEMORIAL,Panel 154 to 159 and 163A.,"Son of Joseph and Sophia Ashton, of 32, East Side, London Fields, Hackney, London."
ASHTON,JAMES,J,19,,25/10/1918,,Private,Manchester Regiment,16th Bn.,Germany,'54659',HAMBURG CEMETERY,VI. F. 6.,"Son of John and Emily Ashton, of 17, Woodfield, Heywood, Lancs."
ASHTON,JAMES,J,24,,23/04/1915,,Lance Corporal,East Yorkshire Regiment,2nd Bn.,Belgium,'8861',YPRES (MENIN GATE) MEMORIAL,Panel 21 and 31.,"Son of Mrs. Martha Dry, of 60, Kent St., Holderness Rd., Hull. Served 5 years in India."
ASHTON,JAMES,J,,,08/05/1915,,Private,Cheshire Regiment,2nd Bn.,Belgium,'12262',YPRES (MENIN GATE) MEMORIAL,Panel 19 - 22.,
ASHTON,JAMES ARNOLD,J A,18,,26/07/1918,,Private,Royal Berkshire Regiment,1st Bn.,France,'220624',ST. AMAND BRITISH CEMETERY,IV. C. 20.,"Son of Sarah Ellen Lockwood, of 56, Cavendish Rd., Holmes, Masborough, Rotherham."
ASHTON,JAMES EDWIN,J E,22,,15/06/1918,,Private,Australian Light Trench Mortar Battery,6th,France,'1936',"BEACON CEMETERY, SAILLY-LAURETTE",I. F. 3.,"Son of Mr. W. T. and Mrs. E. J. Ashton, of Wombat Rd., Young, New South Wales."
ASHTON,JAMES EWART,J E,27,,07/05/1918,,Corporal,Manchester Regiment,16th Bn.,Belgium,'12506',TYNE COT MEMORIAL,Panel 120 to 124 and 162 to 162A and 163A.,"Son of William and May Ashton, of 35, Faraday Rd., Winnington, Northwich, Cheshire; husband of Florence Ashton, of II, Benesford Rd., Gorse Hill, Stretford, Manchester."
ASHTON,JAMES HERBERT,J H,20,Mentioned in Despatches,10/08/1944,,Petty Officer Airman,Royal Navy,H.M.S. Trumpeter,United Kingdom,'FAA/FX. 91197',LEE-ON-SOLENT MEMORIAL,"Bay 5, Panel 1.","Son of Squire Ashton and Margaret Ashton, of Cranhill, Bidford-on-Avon, Warwickshire."
ASHTON,JAMES HOWARD,J H,18,,20/06/1918,,Private,Lancashire Fusiliers,1st/5th Bn.,France,'52760',BERTRANCOURT MILITARY CEMETERY,Plot 2. Row C. Grave 4.,"Son of Daniel and Hannah Ashton, of Ashton-under-Lyne."
ASHTON,JAMES ORMROD,J O,,,05/07/1916,,Second Lieutenant,Army Cyclist Corps,,France,,THIEPVAL MEMORIAL,Pier and Face 12 C.,
ASHTON,JAMES RICHARD,J R,,,28/08/1915,,Lance Corporal,"Australian Infantry, A.I.F.",18th Bn.,Turkey (including Gallipoli),'477',LONE PINE MEMORIAL,60.,"Father of Daphne Amy Ashton, of Concord, New South Wales. Native of Tasmania."
ASHTON,JAMES WILLIAM,J W,19,,24/02/1944,,Private,The Queen's Royal Regiment (West Surrey),2/7th Bn.,Italy,'14315472',ANZIO WAR CEMETERY,"I, A, 2.","Son of Ernest William and Isabella Ashton, of Hull."
ASHTON,JEREMIAH,J,,,16/05/1918,,Private,Durham Light Infantry,22nd Bn.,United Kingdom,'55827',CHEADLE AND GATLEY CEMETERY,F. 7.,"Husband of Mrs Selina Ashton of 57 School Street, Stockport."
ASHTON,JOHN,J,,,21/02/1917,,Private,The Loyal North Lancashire Regiment,6th Bn.,Iraq,'23364',BASRA MEMORIAL,Panel 27.,
ASHTON,JOHN,J,27,,23/08/1918,,Private,Royal Marines,"R.M. Medical Unit, R.N. Div.",France,'Deal/4018(S)',VIS-EN-ARTOIS MEMORIAL,Panel 1.,"Son of Reuben and Mary Ann Ashton, of Victoria House, Victoria St., Westhoughton, Bolton, Lancs."
ASHTON,JOHN,J,32,,12/08/1943,,Private,Royal Army Service Corps,,Myanmar,'S/243216',THANBYUZAYAT WAR CEMETERY,B3. F. 6.,"Son of Isaac and Mary Amelia Ashton; husband of Nora Robinson Ashton, of Worsley, Lancashire."
ASHTON,JOHN,J,32,,09/11/1941,,Gunner,Royal Artillery,"516 Bty., 71 Searchlight Regt.",United Kingdom,'1629218',LIVERPOOL (FORD) ROMAN CATHOLIC CEMETERY,Sec. R. Grave 1064.,"Son of John and Mary Ann Ashton, of Liverpool."
ASHTON,JOHN,J,20,,10/12/1941,,Stoker 2nd Class,Royal Navy,H.M.S. Prince of Wales,United Kingdom,'D/KX 127078',PLYMOUTH NAVAL MEMORIAL,"Panel 53, Column 3.","Son of Henry and Mary Ashton, of Liverpool."
ASHTON,JOHN,J,,,06/03/1943,,Leading Aircraftman,Royal Air Force Volunteer Reserve,,South Africa,'1455361',PORT ELIZABETH (SOUTH END) CEMETERY,H Extension. Grave 32N.,
ASHTON,JOHN,J,26,,21/02/1945,,Serjeant,Irish Guards,3rd Bn.,Netherlands,'2721176',MILSBEEK WAR CEMETERY,II. B. 4.,"Son of Albert Victor and Therese Ashton, of Morecambe, Lancashire; husband of Enid Ashton, of Morecambe."
ASHTON,JOHN,J,,,30/06/1915,,Driver,Royal Field Artillery,"""B"" Bty. 69th Bde.",United Kingdom,'5291',LIVERPOOL (KIRKDALE) CEMETERY,Screen Wall. IV. C.E. 62.,
ASHTON,JOHN,J,33,,25/02/1919,,Lance Corporal,The King's (Liverpool Regiment),18th (Lancashire Hussars) Bn.,United Kingdom,'14514',LIVERPOOL (WEST DERBY) CEMETERY,III. CE. 1085.,"Son of Ellis and Emma Ashton, of West Derby, Liverpool; husband of Elizabeth Ashton, of 12, Cambria St., Liverpool."
ASHTON,JOHN,J,30,,02/03/1916,,Private,West Yorkshire Regiment (Prince of Wales's Own),1st Bn.,Belgium,'18955',SPOILBANK CEMETERY,I. M. 17.,"Son of John and Ann Ashton; husband of Ellen Ashton, of 1, Lands Court, Westgate, Ripon."
ASHTON,JOHN,J,24,,08/12/1915,,Lance Corporal,"Australian Infantry, A.I.F.",16th Bn.,Greece,'568',PORTIANOS MILITARY CEMETERY,V. D. 159.,"Son of Thomas William and Isabella Ashton, of Ashtonville, Crambrook, Western Australia. Born at Hill End, New South Wales."
ASHTON,JOHN,J,,,22/05/1915,,Serjeant,Royal Scots Fusiliers,1st/4th Bn.,Turkey (including Gallipoli),'6344',HELLES MEMORIAL,Panel 73 to 76.,
ASHTON,JOHN,J,23,,29/03/1918,,Lance Corporal,King's Own (Royal Lancaster Regiment),8th Bn.,France,'22496',ARRAS MEMORIAL,Bay 2.,"Son of Harry Ashton, of 9, Stable St., Oldham."
ASHTON,JOHN,J,,,22/03/1918,,Private,Yorkshire Regiment,13th Bn.,France,'29810',ARRAS MEMORIAL,Bay 5.,
ASHTON,JOHN,J,23,,06/04/1918,,Private,Lincolnshire Regiment,2nd/5th Bn.,France,'235001',ARRAS MEMORIAL,Bay 3 and 4.,"Son of Edward R. and Alice Ashton, of Moulton Marsh, Spalding, Lincs."
ASHTON,JOHN,J,,,04/03/1917,,Private,Worcestershire Regiment,1st Bn.,France,'22645',THIEPVAL MEMORIAL,Pier and Face 5 A and 6 C.,
ASHTON,JOHN,J,,,09/05/1915,,Private,King's Own (Royal Lancaster Regiment),1st/5th Bn.,Belgium,'2555',YPRES (MENIN GATE) MEMORIAL,Panel 12.,
ASHTON,JOHN,J,21,,07/11/1914,,Private,South Staffordshire Regiment,1st Bn.,Belgium,'9092',YPRES (MENIN GATE) MEMORIAL,Panel 35 and 37.,"Son of John and Elizabeth Ashton, of 5, Haworth Place, Stafford St., Wednesbury, Staffs."
ASHTON,JOHN,J,19,,05/08/1917,,Private,Royal Inniskilling Fusiliers,8th Bn.,Belgium,'41946',YPRES (MENIN GATE) MEMORIAL,Panel 22.,"Son of Mrs. Sarah Ann Ashton, of 51, School St., Cheadle Heath, Stockport."
ASHTON,JOHN,J,25,,31/07/1917,,Private,Lancashire Fusiliers,2nd/5th Bn.,Belgium,'242831',YPRES (MENIN GATE) MEMORIAL,Panel 33.,"Husband of Amelia Ashton, of 24, Norman St., Middleton, Manchester."
ASHTON,JOHN A.,J A,32,,06/04/1917,,Private,Canadian Infantry,102nd Bn.,France,'907806',VIMY MEMORIAL,,
ASHTON,JOHN BURROWS,J B,26,,17/07/1940,,Pilot Officer,Royal Air Force,607 Sqdn.,United Kingdom,'42552',HAWARDEN (ST. DEINIOL) CHURCHYARD,North part.,"Son of Harry W. Ashton and Frances W. Ashton, of East Kildonan, Manitoba, Canada."
ASHTON,JOHN EDWARD,J E,37,,25/09/1918,,Private,Lancashire Fusiliers,2nd/5th Bn.,France,'201002',HOUCHIN BRITISH CEMETERY,III. D. 22.,"Husband of Ellen Ashton, of 20, Smith St., Heywood, Lancs."
ASHTON,JOHN EDWIN,J E,37,,29/05/1940,,Sapper,Royal Engineers,1 Field Park Coy.,Belgium,'1864141',VEURNE COMMUNAL CEMETERY EXTENSION,B. 12.,"Son of Henry and Nellie Ashton; husband of Hilda Ashton, of Stoneygate, Leicester."
ASHTON,JOHN FREDERICK,J F,22,,01/09/1941,,Pilot Officer,Royal Air Force Volunteer Reserve,101 Sqdn.,Belgium,'67051',SCHAFFEN COMMUNAL CEMETERY,Coll. grave 11.,"Son of Edgar Arthur and Frances Mary Ashton; husband of Dora Ashton (nee Weiss), of Tunstall, Kent."
ASHTON,JOHN GORDON,J G,36,,25/02/1921,,Corporal,21st (Empress of India's) Lancers,,United Kingdom,'4986',BATH (LOCKSBROOK) CEMETERY,C. E. 94.,Son of John Ashton; husband of Mary Ashton.
ASHTON,JOHN HENRY PARKER,J H P,,,03/10/1918,,Private,Australian Army Medical Corps,16th Field Amb.,France,'12240',BELLICOURT BRITISH CEMETERY,II. N. 1.,
ASHTON,JOHN HUBERT,J H,35,M M,21/03/1918,,Serjeant,Rifle Brigade,16th Bn.,France,'P/904',POZIERES MEMORIAL,Panel 81 to 84.,"Son of Frederick Francis and Alice Elizabeth A. Ashton; husband of Harriet Minnie Ashton, of 17, Lancaster Rd., Southall, Middx."
ASHTON,JOHN ISAAC,J I,23,,18/08/1940,,Air Mechanic 2nd Class,Royal Navy,H.M.S. Peregrine,United Kingdom,'FX75981',CLYMPING (OR CLIMPING) (ST. MARY) CHURCHYARD,,"Son of Issac and Mary Ann Ashton, of Everton, Lancashire."
ASHTON,JOHN JACKSON,J J,42,,10/12/1941,,Able Seaman,Royal Navy,H.M.S. Repulse,United Kingdom,'D/J 39383',PLYMOUTH NAVAL MEMORIAL,"Panel 46, Column 2.","Son of Bob and Rebecca Ashton; husband of Violet Maud Ashton, of Devonport."
ASHTON,JOHN JAMES,J J,24,,30/09/1917,,Private,Grenadier Guards,2nd Reserve Bn.,United Kingdom,'17108',BROMPTON CEMETERY,N. 174413.,"Son of Richard and Mary Ashton, of Openshaw, Manchester; husband of Agnes Ellen Taylor (formerly Ashton), of 60, Ossington Buildings, High St., Marylebone."
ASHTON,JOHN JAMES,J J,21,,27/05/1918,,Private,Sherwood Foresters (Notts and Derby Regiment),1st Bn.,France,'108900',SOISSONS MEMORIAL,,"Son of Mrs. Elizabeth Ashton, of 25, Myres St., Edge Hill, Liverpool."
ASHTON,JOHN JAMES,J J,,,24/04/1915,,Private,Northumberland Fusiliers,2nd Bn.,Belgium,'9012',YPRES (MENIN GATE) MEMORIAL,Panel 8 and 12.,
ASHTON,JOHN MAGNUS,J M,20,,09/08/1915,,Private,Duke of Wellington's (West Riding Regiment),8th Bn.,Turkey (including Gallipoli),'10656',HELLES MEMORIAL,Panel 118 to 120.,"Brother of Harold Ashton, of 193, Priestman St., Manningham, Bradford."
ASHTON,JOHN NORMAN STEPHEN,J N S,33,D F M,12/02/1944,,Pilot Officer,Royal Air Force Volunteer Reserve,419 Sqdn.,United Kingdom,'172209',RUNNYMEDE MEMORIAL,Panel 210.,"Son of Charles Harold and Annie Elizabeth Ashton, of Rainow, Cheshire."
ASHTON,JOHN RECORD,J R,,,03/05/1917,,Private,"Australian Infantry, A.I.F.",19th Bn.,France,'752',VILLERS-BRETONNEUX MEMORIAL,,"Son of Charles Langdale Ashton, of Victoria St., Temora, New South Wales, and the late Martha Jane Ashton."
ASHTON,JOHN RICHARD WILMOT,J R M,22,,06/11/1917,,Second Lieutenant,East Lancashire Regiment,1st/4th Bn.,France,,ZUYDCOOTE MILITARY CEMETERY,II. B. 3.,"Son of William Newsham Ashton and Elizabeth Ellen Ashton, of Cedar Cottage, St. Anne's Rd., South Shore, Blackpool. Born at Cheltenham."
ASHTON,JOHN THOMAS,J T,29,,28/05/1917,,Private,The Loyal North Lancashire Regiment,10th Bn.,France,'24611',"TILLOY BRITISH CEMETERY, TILLOY-LES-MOFFLAINES",I. F. 5.,"Son of Thomas and Anne Ashton; husband of Jane Ashton, of 123, Cowling Brow, Chorley, Lancs."
ASHTON,JOHN THOMAS,J T,,,24/10/1914,,Private,Middlesex Regiment,1st Bn.,Belgium,'L/10565',PLOEGSTEERT MEMORIAL,Panel 8.,
ASHTON,JOHN WILLIAM,J W,34,,17/01/1917,,Private,Grenadier Guards,3rd Bn.,France,'22398',SAILLY-SAILLISEL BRITISH CEMETERY,VI. I. 8.,"Son of William and Mary Ashton of 50 Millgate, Wigan."
ASHTON,JOHN WILLIAM,J W,44,,06/09/1916,,Rifleman,Rifle Brigade,4th Bn.,Greece,'B/2460',"MIKRA BRITISH CEMETERY, KALAMARIA",1828.,"Husband of Mary E. Ashton, of 152, Harrowby St., Queen's Rd., Miles Platting, Manchester. Served in South African Campaign."
ASHTON,JOHN WILLIAM,J W,21,,01/07/1916,,Private,Manchester Regiment,20th Bn.,France,'18175',"DANTZIG ALLEY BRITISH CEMETERY, MAMETZ",V. J. 9.,"Son of Samuel and Fanny Ashton, of 106, Prince's St., Stockport. Native of Manchester."
ASHTON,JOHN WILLIAM,J W,21,,04/09/1917,,Private,Lancashire Fusiliers,1st/8th Bn.,Belgium,'307228',TYNE COT MEMORIAL,Panel 54 to 60 and 163A.,"Son of Andrew and Janet Ashton, of 8, Houghton St., Longsight, Oldham."
ASHTON,JOHN WILLIAM,J W,,,25/09/1915,,Private,South Lancashire Regiment,2nd Bn.,Belgium,'2856',YPRES (MENIN GATE) MEMORIAL,Panel 37.,
ASHTON,JOHN WILLIAM,J W,37,,27/01/1943,,Driver,Royal Army Service Corps,,Algeria,'T/791499',"BONE WAR CEMETERY, ANNABA",VI. C. 17.,"Husband of Sarah Jane Ashton, of Blackburn, Lancashire."
ASHTON,JOSEPH,J,23,,16/05/1915,,Rifleman,The King's (Liverpool Regiment),5th Bn.,France,'2363',LE TOURET MEMORIAL,Addenda Panel.,"Son of Thomas Ashton, of 74, August Rd., Liverpool, and the late Alice Maud Mary Ashton."
ASHTON,JOSEPH,J,,,01/11/1914,,Chief Engine Room Artificer,Royal Navy,"H.M.S. ""Monmouth.""",United Kingdom,'270589',PLYMOUTH NAVAL MEMORIAL,2.,
ASHTON,JOSEPH,J,19,,14/03/1915,,Private,Worcestershire Regiment,1st Bn.,France,'8597',BOULOGNE EASTERN CEMETERY,III. D. 13.,"Son of J. Ashton, of ""East View,"" 46, Holloway Bank, Hill Top, West Bromwich, Staffs."
ASHTON,JOSEPH,J,33,,23/09/1917,,Corporal,The King's (Liverpool Regiment),7th Labour Coy.,France,'68710',ETAPLES MILITARY CEMETERY,XXVI. D. 10.,"Husband of Mrs. L. Ashton, of 7, York St., Chancery Lane, Ardwick, Manchester."
ASHTON,JOSEPH,J,20,,18/09/1916,,Acting Bombardier,Royal Field Artillery,35th Bty. 22nd Bde.,France,'70993',"LA NEUVILLE BRITISH CEMETERY, CORBIE",II. E. 66.,"Son of William and Betty Ashton, of West Derby, Liverpool."
ASHTON,JOSEPH,J,32,,26/09/1915,,Private,York and Lancaster Regiment,10th Bn.,France,'19270',LOOS MEMORIAL,Panel 105 and 106.,Son of the late Joseph Ashton.
ASHTON,JOSEPH,J,,,26/03/1918,,Private,Machine Gun Corps (Infantry),42nd Bn.,France,'39684',ARRAS MEMORIAL,Bay 10.,
ASHTON,JOSEPH,J,,,07/07/1917,,Private,York and Lancaster Regiment,2nd/5th Bn.,France,'202946',ARRAS MEMORIAL,Bay 8.,
ASHTON,JOSEPH,J,,,31/07/1917,,Private,Royal Welsh Fusiliers,17th Bn.,Belgium,'60575',YPRES (MENIN GATE) MEMORIAL,Panel 22.,
ASHTON,JOSEPH ALBERT,J A,,,09/08/1916,,Private,South Lancashire Regiment,1st/4th Bn.,France,'2396',THIEPVAL MEMORIAL,Pier and Face 7 A and 7 B.,
ASHTON,JOSEPH GEORGE,J G,21,,16/12/1915,,Private,Royal Inniskilling Fusiliers,6th Bn.,Greece,'16759',DOIRAN MEMORIAL,,"Son of Albert Adolphus Ashton, of 16, Churchill Terrace, Chorlton-on-Medlock. Manchester."
ASHTON,JOSEPH GEORGE RIPLEY,J G R,25,,06/02/1916,,Lance Corporal,Royal Fusiliers,22nd Bn.,France,'996',"VIEILLE-CHAPELLE NEW MILITARY CEMETERY, LACOUTURE",IX. F. 9.,"Husband of Florence Wilhelmina Ashton, of S Morgan St., Canning Town, London."
ASHTON,JOSEPH HOUGHTON,J H,31,,12/06/1917,,Engineman,Royal Naval Reserve,"H.M. Trawler ""Carew Castle.""",United Kingdom,'147TS',PLYMOUTH NAVAL MEMORIAL,24.,"Son of William and Elizabeth Ashton, of Liverpool; husband of Ellen Ashton, of 3, Brick Houses, Pill, Milford Haven."
ASHTON,JOSEPH JOHN,J J,27,,08/02/1943,,Private,Australian Infantry,A.I.F. 2/5 Bn.,Papua New Guinea,'VX27128',LAE WAR CEMETERY,J. A. 5.,"Son of Charles Foster Ashton and Mary Alice Ashton, of South Melbourne, Victoria."
ASHTON,LAWRENCE,L,37,,27/08/1916,,Private,Devonshire Regiment,1st Bn.,France,'3/7228',THIEPVAL MEMORIAL,Pier and Face 1 C.,"Son of Lawrence Ashton, of Torrington, Devon."
ASHTON,LENNARD,L,31,,26/06/1941,,Fireman and Trimmer,Merchant Navy,S.S. River Lugar (Glasgow),United Kingdom,,TOWER HILL MEMORIAL,Panel 87.,"Son of Daniel Ashton, and of Elfrida Evelyn Ashton, of Port Elizabeth, Bequia Isle, Windward Islands."
ASHTON,LEO,L,21,,21/01/1944,,Sergeant,Royal Air Force Volunteer Reserve,77 Sqdn.,United Kingdom,'1459213',RUNNYMEDE MEMORIAL,Panel 224.,"Son of James and Margaret Ashton, of Blackpool, Lancashire."
ASHTON,LEONARD,L,,,21/04/1915,,Private,Bedfordshire Regiment,1st Bn.,Belgium,'6586',YPRES (MENIN GATE) MEMORIAL,Panel 31 and 33.,
ASHTON,LEONARD VICTOR,L V,,,02/05/1944,,Sergeant,Royal Air Force Volunteer Reserve,58 Sqdn.,United Kingdom,'1271044',RUNNYMEDE MEMORIAL,Panel 224.,
ASHTON,LESLIE VICTOR,L V,21,,31/05/1940,,Private,East Yorkshire Regiment,4th Bn.,Belgium,'4343357',HOUTEM CHURCHYARD,Grave 209.,"Son of George and Emma Ashton, of Hull."
ASHTON,LEWIS,L,,,02/04/1918,,Private,Cheshire Regiment,9th Bn.,France,'36646',ETAPLES MILITARY CEMETERY,XXXIII. C. 20A.,
ASHTON,LINDSAY ROSS,L R,19,,19/12/1941,,Leading Seaman,Royal New Zealand Navy,H.M.S. Neptune,New Zealand,'1603',"NEW ZEALAND NAVAL MEMORIAL, DEVONPORT, AUCKLAND",Panel 1.,"Son of William Mudge and Margaret Lindsay Ashton; stepson of Mrs. G. M. Ashton, of Dunedin, Otago."
ASHTON,MABEL CATHERINE MARY ANGEL,M C M A,78,,20/06/1944,,Civilian,Civilian War Dead,,Civilian War Dead,,"TUNBRIDGE WELLS, MUNICIPAL BOROUGH",,"of Possington Park Hotel, Cross-in-Hand, Sussex. Daughter of the late Revd. Francis A. and Louisa Angelsmith, of The Precincts, Canterbury; widow of Conrad Augustus Ashton. Injured 17 June 1944, at Possington Park Hotel; died at Kent and Sussex Hospital."
ASHTON,MANA,M,,,05/11/1942,,Driver,New Zealand Army Service Corps,4 Res. M.T. Coy.,Egypt,'16691',ALAMEIN MEMORIAL,Column 105.,
ASHTON,MARION MARY,M M,35,,14/07/1944,,Civilian,Civilian War Dead,,Civilian War Dead,,"CROYDON, COUNTY BOROUGH",,"of Lisieux, Derrick Avenue, Sanderstead. Daughter of Mr. W. R. Dowsett, of 47 West Avenue, Rayners Lane, Pinner; wife of 2/Lt. William Ashton, Royal Corps of Signals. Died at Saxon Road."
ASHTON,MARY ANN MARIA,M A M,40,,03/12/1940,,Civilian,Civilian War Dead,,Civilian War Dead,,"HAMMERSMITH, METROPOLITAN BOROUGH",,"Wife of George Walter Ashton, of 13 Biscay Road, Fulham. Died at 49 Queen Caroline Street."
ASHTON,MARY ELLEN,M E,49,,24/12/1944,,Civilian,Civilian War Dead,,Civilian War Dead,,"OLDHAM, COUNTY BOROUGH",,"Wife of William Ashton, of 5 Kenworthy Street. Died at 139 Abbey Hills Road."
ASHTON,Miss.,,13,,16/11/1943,,Civilian,Civilian War Dead,,Civilian War Dead,,"UNDIVIDED INDIA, BENGAL PROVINCE",,"of 14 Sarma Mansion, Corporation Street, Calcutta. Daughter of T. M. Ashton. Died at Hastings, Calcutta."
ASHTON,NEPHI,N,,,29/06/1940,,Able Seaman,Royal Navy,H.M.S. Willamette Valley,United Kingdom,'C/SSX 19871',CHATHAM NAVAL MEMORIAL,"35, 1.",
ASHTON,NORMAN,N,18,,17/01/1945,,Private,Duke of Wellington's (West Riding Regiment),10th Bn.,United Kingdom,'14828171',CASTLEFORD NEW CEMETERY,Sec. V. Grave 149.,"Son of Alfred and Sophia Ashton, of Castleford."
ASHTON,NORMAN,N,,,04/10/1917,,Corporal,"Auckland Regiment, N.Z.E.F.",2nd Bn.,Belgium,'24323',TYNE COT CEMETERY,XXVIII. G. 17.,"Husband of Mrs. G. F. Baker, (formerly Ashton), of Belmont Rd., Mount Albert, Auckland, New Zealand."
ASHTON,NORMAN RANDOLPH,N R,25,,28/04/1915,,Private,Worcestershire Regiment,4th Bn.,Turkey (including Gallipoli),'11594',HELLES MEMORIAL,Panel 104 to 113.,"Son of Charles Henry and Agnes Louisa Ashton, of 128, Coventry Rd., Bordesley, Birmingham."
ASHTON,ORIEL JOSEPH,O J,50,,17/11/1944,,Chief Stoker,Royal Australian Navy,H.M.A.S. Nizam,Australia,'1146',"ROOKWOOD NECROPOLIS, SYDNEY",Presbyterian. Sec. 6F. Grave 122.,"Son of Harry and Mary Ann Ashton; husband of Rose Catherine Ashton, of Yanderra."
